time,GDP_4cum,city_mean_light,region_mean_light,title,website,Year,Month,GDP,ln_gdp,ln_city,ln_region,city_prop,region_prop,city_yearly_sum,region_yearly_sum,quarter,ln_gdp_sa,ln_gdp_seasonal_factor,dln_gdp_sa,dln_city,dln_region
2017-07-01,15408.62,17.06240812,1.868488132,2017年1-3季度全市经济运行稳定增长,https://tjj.sz.gov.cn/zwgk/zfxxgkml/tjsj/tjfx/content/post_3085951.html,2017,7,5699.6,8.648151275921634,2.836877688022255,0.6251296183042843,0.2713777096153532,0.2657542443186934,,,3,8.607534927666942,0.04061634825469335,0.03145943432097731,0.07296494788179109,0.043776849371381266
2017-10-01,22438.39,15.56937014,1.764207511,2017年深圳经济有质量稳定发展,https://tjj.sz.gov.cn/zwgk/zfxxgkml/tjsj/tjfx/content/post_3085933.html,2017,10,7029.76999999999,8.857909267342045,2.7453055315915496,0.5677015872872699,0.2476309310521211,0.2509224575086399,,,4,8.753346077496882,0.10456318984516223,0.1458111498299406,-0.09157215643070549,-0.057428031017014325
2018-01-01,5209.81,16.91576993,1.971626839,2018年一季度深圳经济运行稳健,https://tjj.sz.gov.cn/zwgk/zfxxgkml/tjsj/tjfx/content/post_3085921.html,2018,1,5209.81,8.558298665752293,2.8282463187847173,0.6788590085582177,0.2521959791318324,0.2569172266046949,,,1,8.665592865466804,-0.10729419971451115,-0.08775321203007813,0.08294078719316778,0.11115742127094774
2018-04-01,11009.38,16.95573955,1.946252635,2018年上半年深圳经济运行平稳,https://tjj.sz.gov.cn/zwgk/zfxxgkml/tjsj/tjfx/content/post_3085899.html,2018,4,5799.56999999999,8.665539055855122,2.8306063930279985,0.6659057980508322,0.2527918832788585,0.2536107844372267,,,2,8.687655998324063,-0.02211694246894031,0.022063132857258694,0.0023600742432812183,-0.012953210507385515
2018-07-01,17530.69,16.3571021,1.882128069,2018年前三季度深圳经济运行情况,https://tjj.sz.gov.cn/zwgk/zfxxgkml/tjsj/tjfx/content/post_3085878.html,2018,7,6521.31,8.782830554984328,2.7946621822328197,0.6324030882634468,0.2438668412339213,0.245254890041761,,,3,8.758839288625841,0.023991266358486057,0.07118329030177861,-0.035944210795178844,-0.03350270978738534
2018-10-01,24221.98,16.84529653,1.874163882,2018年深圳经济运行情况,https://tjj.sz.gov.cn/zwgk/zfxxgkml/tjsj/tjfx/content/post_3085860.html,2018,10,6691.29,8.80856195964601,2.8240714801467357,0.628162630366202,0.2511452963553878,0.2442170989163171,,,4,8.716203669684774,0.09235828996123632,-0.04263561894106793,0.029409297913916,-0.004240457897244809
2019-01-01,5734.03,15.89827453,1.763696469,2019年一季度深圳经济运行情况,https://tjj.sz.gov.cn/zwgk/zfxxgkml/tjsj/tjfx/content/post_3085792.html,2019,1,5734.03,8.654173878379401,2.766210583211665,0.5674118730510144,0.2239518174505905,0.2224957778897405,,,1,8.746356185234545,-0.09218230685514313,0.030152515549771053,-0.057860896935070905,-0.06075075731518764
2019-04-01,12133.92,17.07770547,1.880534317,2019年上半年深圳经济运行情况,https://tjj.sz.gov.cn/zwgk/zfxxgkml/tjsj/tjfx/content/post_3085691.html,2019,4,6399.89,8.764036081700057,2.8377738391720415,0.6315559476317268,0.2405659287538037,0.2372352346696606,,,2,8.778043815501128,-0.014007733801071008,0.03168763026658361,0.07156325596037671,0.06414407458071247
2019-07-01,18689.13,18.51547531,2.054763316,2019年前三季度深圳经济运行情况,https://tjj.sz.gov.cn/zwgk/zfxxgkml/tjsj/tjfx/content/post_3085670.html,2019,7,6555.21,8.788015432297911,2.918606885653673,0.7201606666192195,0.2608191435373356,0.2592147630889897,,,3,8.778544953027925,0.009470479269985921,0.0005011375267969242,0.08083304648163159,0.08860471898749267
2019-10-01,26927.09,19.49825449,2.22788202,2019年深圳经济运行情况,https://tjj.sz.gov.cn/zwgk/zfxxgkml/tjsj/tjfx/content/post_6765054.html,2019,10,8237.96,9.016508019436774,2.9703249482298104,0.8010513673415965,0.2746631102582701,0.2810542243516089,,,4,8.926767180253066,0.08974083918370859,0.14822222722514056,0.051718062576137314,0.08089070072237703
2020-01-01,5785.6,17.562391,2.103230224,2020年一季度深圳经济运行情况,https://tjj.sz.gov.cn/zwgk/zfxxgkml/tjsj/tjfx/content/post_7294575.html,2020,1,5785.6,8.663127350757803,2.8657597406690107,0.7434743648133533,0.2282734242675208,0.2350514489075391,,,1,8.7451542556176,-0.08202690485979734,-0.1816129246354663,-0.10456520756079968,-0.05757700252824327
2020-04-01,12634.3,20.13403028,2.335214317,2020年上半年深圳经济运行情况,https://tjj.sz.gov.cn/zwgk/zfxxgkml/tjsj/tjfx/content/post_7929580.html,2020,4,6848.69999999999,8.831814132223675,3.002411432229812,0.8481036714913548,0.2616992205857135,0.2609773777768227,,,2,8.842580981239946,-0.010766849016270454,0.09742672562234667,0.13665169156080115,0.10462930667800152
2020-07-01,19786.98,19.93340303,2.319218359,2020年前三季度深圳经济运行情况,https://tjj.sz.gov.cn/zwgk/zfxxgkml/tjsj/tjfx/content/post_8243109.html,2020,7,7152.68,8.87524239063347,2.992396868770658,0.8412302146857324,0.2590914965372696,0.2591897118039491,,,3,8.881520787339236,-0.006278396705766005,0.0389398060992896,-0.010014563459153969,-0.006873456805622347
2020-10-01,27670.24,19.30594277,2.190293957,2020年深圳经济运行情况,https://tjj.sz.gov.cn/zwgk/zfxxgkml/tjsj/tjfx/content/post_8533118.html,2020,10,7883.26,8.972496802883121,2.9604129640586194,0.7840357617614191,0.250935858609496,0.2447814615116891,,,4,8.870544916824153,0.10195188605896889,-0.01097587051508242,-0.03198390471203849,-0.057194452924313355
2021-01-01,6867.54,21.09190366,2.548028759,2021年一季度深圳经济运行情况,https://tjj.sz.gov.cn/zwgk/zfxxgkml/tjsj/tjfx/content/post_8720629.html,2021,1,6867.54,8.834561242488324,3.04888925404922,0.9353200245379002,0.2375158503999465,0.2407832851806044,,,1,8.915937417668273,-0.08137617517994858,0.04539250084411961,0.08847628999060042,0.1512842627764811
2021-04-01,14324.47,21.27082087,2.625410965,2021年上半年深圳经济运行情况,https://tjj.sz.gov.cn/zwgk/zfxxgkml/tjsj/tjfx/content/post_9031099.html,2021,4,7456.92999999999,8.916899080346724,3.0573362213212456,0.9652374418848855,0.2395306364510002,0.2480957386642592,,,2,8.926960629096463,-0.0100615487497389,0.011023211428190294,0.008446967272025763,0.029917417346985276
2021-07-01,21791.18,23.1951007,2.650117444,2021年前三季度深圳经济运行情况,https://tjj.sz.gov.cn/zwgk/zfxxgkml/tjsj/tjfx/content/post_9298603.html,2021,7,7466.71,8.91820975272961,3.1439410796471825,0.9746039575066616,0.2611999446176541,0.2504304482541151,,,3,8.940379579941792,-0.022169827212183614,0.013418950845329292,0.0866048583259369,0.00936651562177615
2021-10-01,30664.85,23.24426366,2.758692165,2021年深圳经济运行情况,https://tjj.sz.gov.cn/zwgk/zfxxgkml/tjsj/tjfx/content/post_9545395.html,2021,10,8873.66999999999,9.090843743958681,3.1460583772908426,1.0147567141642542,0.261753568531399,0.2606905279010212,,,4,8.97511308370762,0.11573066025105987,0.03473350376582829,0.0021172976436600877,0.04015275665759255
2022-01-01,7064.61,20.93707587,2.64339688,2022年一季度深圳经济运行情况,https://tjj.sz.gov.cn/zwgk/zfxxgkml/tjsj/tjfx/content/post_9737064.html,2022,1,7064.61,8.862853091896444,3.0415215524248866,0.9720647870427718,0.2568746376662297,0.2682287416211105,,,1,8.942084786660601,-0.07923169476415794,-0.033028297047019706,-0.10453682486595595,-0.0426919271214824
2022-04-01,15016.91,23.78990012,2.76219718,2022年上半年深圳经济运行情况,https://tjj.sz.gov.cn/zwgk/zfxxgkml/tjsj/tjfx/content/post_9981579.html,2022,4,7952.3,8.981216473982938,3.1692611259033625,1.0160264427358205,0.2918756187055262,0.2802835545832906,,,2,8.990254173188106,-0.009037699205168347,0.0481693865275048,0.12773957347847587,0.04396165569304877
2022-07-01,22925.09,14.09454932,1.794710998,2022年前三季度深圳经济运行情况,https://tjj.sz.gov.cn/zwgk/zfxxgkml/tjsj/tjfx/content/post_10202357.html,2022,7,7908.18,8.975652945791705,2.645788149595854,0.5848440050780015,0.1729244461893333,0.1821115384561956,,,3,9.015093080861186,-0.03944013506948125,0.024838907673080612,-0.5234729763075086,-0.43118243765781905
2022-10-01,32387.68,22.68545436,2.654704752,2022年深圳经济运行情况,https://tjj.sz.gov.cn/zwgk/zfxxgkml/tjsj/tjfx/content/post_10396116.html,2022,10,9462.59,9.155101408929006,3.1217239420094627,0.976333443990447,0.2783252974389107,0.2693761653394031,,,4,9.024804527476137,0.13029688145286902,0.009711446614950603,0.4759357924136087,0.3914894389124455
2023-01-01,7772.19,20.65637713,2.659478074,2023年一季度深圳经济运行情况,https://tjj.sz.gov.cn/zwgk/zfxxgkml/tjsj/tjfx/content/post_10563496.html,2023,1,7772.19,8.958307256930372,3.028024091586727,0.9781298907594065,0.2330847000424659,0.240749281809053,,,1,9.035953413342613,-0.0776461564122404,0.011148885866475666,-0.09369985042273576,0.0017964467689595143
2023-04-01,16297.6,20.9192207,2.673637467,2023年上半年深圳经济运行情况,https://tjj.sz.gov.cn/zwgk/zfxxgkml/tjsj/tjfx/content/post_10742795.html,2023,4,8525.41,9.050806394836888,3.040668387068836,0.9834398924502089,0.2360506032250993,0.2420310610156305,,,2,9.058551810761958,-0.007745415925070117,0.022598397419345773,0.01264429548210888,0.005310001690802424
2023-07-01,24468.25,23.67180077,2.823828185,2023年前三季度深圳经济运行情况,https://tjj.sz.gov.cn/zwgk/zfxxgkml/tjsj/tjfx/content/post_10917821.html,2023,7,8170.65,9.008303744052895,3.1642844987901024,1.0380934767744407,0.2671104689470038,0.2556270774093668,,,3,9.065151355160017,-0.056847611107122324,0.006599544398058654,0.12361611172126663,0.05465358432423184
2023-10-01,34606.4,23.37436476,2.889727126,2023年深圳经济运行情况,https://tjj.sz.gov.cn/zwgk/zfxxgkml/tjsj/tjfx/content/post_11125884.html,2023,10,10138.15,9.224060814740554,3.1516398987626943,1.0611620775972812,0.263754227785431,0.2615925797659496,,,4,9.078984854669631,0.145075960070922,0.0138334995096141,-0.012644600027408082,0.023068600822840457
